# Forestdale Creek (1049)
# California  SNOTEL Site - 8017 ft
# Daily Data for Period of Record
#
# (As of: Sun Jun 21 08:33:27 PDT 2015)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-06-05,0.0,40.3,69,48,60,0.00
2004-06-06,0.0,40.3,66,47,56,0.00
2004-06-07,0.0,40.3,58,41,49,0.00
2004-06-08,0.0,40.3,51,31,42,0.00
2004-06-09,0.0,40.3,45,27,37,0.00
2004-06-10,0.0,40.3,57,35,44,0.00
2004-06-11,0.0,40.3,60,36,48,0.00
2004-06-12,0.0,40.3,65,39,52,0.00
2004-06-13,0.0,40.3,70,44,57,0.00
2004-06-14,0.0,40.3,72,44,57,0.00
2004-06-15,0.0,40.3,71,47,57,0.00
2004-06-16,0.0,40.3,71,43,56,0.00
2004-06-17,0.0,40.3,67,43,54,0.00
2004-06-18,0.0,40.3,68,42,54,0.00
2004-06-19,0.0,40.3,67,42,54,0.00
2004-06-20,0.0,40.3,70,44,56,0.00
2004-06-21,0.0,40.3,72,43,56,0.00
2004-06-22,0.0,40.3,71,46,60,0.00
2004-06-23,0.0,40.3,71,48,60,0.00
2004-06-24,0.0,40.3,70,47,58,0.00
2004-06-25,0.0,40.3,69,44,56,0.00
2004-06-26,0.0,40.3,70,45,56,0.00
2004-06-27,0.0,40.3,69,45,55,0.00
2004-06-28,0.0,40.3,65,46,54,0.00
2004-06-29,0.0,40.3,66,43,52,0.00
2004-06-30,0.0,40.3,64,42,49,0.20
2004-07-01,0.0,40.5,65,40,51,0.00
2004-07-02,0.0,40.5,67,43,53,0.00
2004-07-03,0.0,40.5,69,45,56,0.00
2004-07-04,0.0,40.5,71,45,58,0.00
2004-07-05,0.0,40.5,76,48,62,0.00
2004-07-06,0.0,40.5,77,51,62,0.00
2004-07-07,0.0,40.5,71,54,61,0.00
2004-07-08,0.0,40.5,70,48,59,0.00
2004-07-09,0.0,40.5,65,51,56,0.00
2004-07-10,0.0,40.5,67,51,57,0.00
2004-07-11,0.0,40.5,71,48,59,0.00
2004-07-12,0.0,40.5,72,52,61,0.00
2004-07-13,0.0,40.5,72,55,63,0.00
2004-07-14,0.0,40.5,73,55,62,0.00
2004-07-15,0.0,40.5,74,52,62,0.00
2004-07-16,0.0,40.5,75,52,63,0.00
2004-07-17,0.0,40.5,74,53,62,0.00
2004-07-18,0.0,40.5,72,52,61,0.00
2004-07-19,0.0,40.5,70,51,59,0.00
2004-07-20,0.0,40.5,72,48,60,0.00
2004-07-21,0.0,40.5,76,49,62,0.00
2004-07-22,0.0,40.5,79,50,63,0.00
2004-07-23,0.0,40.5,77,51,62,0.00
2004-07-24,0.0,40.5,75,52,63,0.00
2004-07-25,0.0,40.5,74,50,62,0.00
2004-07-26,0.0,40.5,73,49,61,0.00
2004-07-27,0.0,40.5,75,46,60,0.00
2004-07-28,0.0,40.5,78,52,64,0.00
2004-07-29,0.0,40.5,73,56,63,0.00
2004-07-30,0.0,40.5,73,47,60,0.00
2004-07-31,0.0,40.5,71,52,62,0.00
2004-08-01,0.0,40.5,71,46,60,0.10
2004-08-02,0.0,40.6,66,51,57,0.00
2004-08-03,0.0,40.6,69,41,56,0.00
2004-08-04,0.0,40.6,67,45,56,0.00
2004-08-05,0.0,40.6,67,49,56,0.00
2004-08-06,0.0,40.6,67,46,56,0.00
2004-08-07,0.0,40.6,76,43,59,0.00
2004-08-08,0.0,40.6,78,50,63,0.00
2004-08-09,0.0,40.6,77,54,64,0.00
2004-08-10,0.0,40.6,79,53,65,0.00
2004-08-11,0.0,40.6,81,53,66,0.00
2004-08-12,0.0,40.6,77,57,65,0.00
2004-08-13,0.0,40.6,77,53,62,0.00
2004-08-14,0.0,40.6,74,50,62,0.00
2004-08-15,0.0,40.6,69,50,57,0.00
2004-08-16,0.0,40.6,69,48,57,0.00
2004-08-17,0.0,40.6,75,46,58,0.00
2004-08-18,0.0,40.6,75,49,60,0.00
2004-08-19,0.0,40.6,75,51,60,0.00
2004-08-20,0.0,40.6,76,48,60,0.00
2004-08-21,0.0,40.6,74,50,60,0.00
2004-08-22,0.0,40.6,60,48,54,0.00
2004-08-23,0.0,40.6,61,42,51,0.10
2004-08-24,0.0,40.7,65,42,53,0.00
2004-08-25,0.0,40.7,65,49,55,0.00
2004-08-26,0.0,40.7,65,43,52,0.00
2004-08-27,0.0,40.7,68,37,51,0.00
2004-08-28,0.0,40.7,76,42,57,0.00
2004-08-29,0.0,40.7,75,47,60,0.00
2004-08-30,0.0,40.7,77,49,62,0.00
2004-08-31,0.0,40.7,77,54,64,0.00
2004-09-01,0.0,40.7,75,56,64,0.00
2004-09-02,0.0,40.7,65,39,54,0.00
2004-09-03,0.0,40.7,55,32,44,0.00
2004-09-04,0.0,40.7,67,35,50,0.00
2004-09-05,0.0,40.7,72,42,56,0.00
2004-09-06,0.0,40.7,74,47,58,0.00
2004-09-07,0.0,40.7,75,48,60,0.00
2004-09-08,0.0,40.7,75,49,62,0.00
2004-09-09,0.0,40.7,72,51,60,0.00
2004-09-10,0.0,40.7,73,53,61,0.00
2004-09-11,0.0,40.7,74,53,62,0.00
2004-09-12,0.0,40.7,66,52,57,0.00
2004-09-13,0.0,40.7,67,44,55,0.00
2004-09-14,0.0,40.7,71,35,51,0.00
2004-09-15,0.0,40.7,71,38,53,0.00
2004-09-16,0.0,40.7,70,45,57,0.00
